Geography,stateAbbr,stateFullName
"Grand Ronde CDP, Oregon",OR, Oregon
"Granite city, Oregon",OR, Oregon
"Grants Pass city, Oregon",OR, Oregon
"Grass Valley city, Oregon",OR, Oregon
"Green CDP, Oregon",OR, Oregon
"Greenhorn city, Oregon",OR, Oregon
"Gresham city, Oregon",OR, Oregon
"Haines city, Oregon",OR, Oregon
"Halfway city, Oregon",OR, Oregon
"Halsey city, Oregon",OR, Oregon
"Happy Valley city, Oregon",OR, Oregon
"Harbor CDP, Oregon",OR, Oregon
"Harper CDP, Oregon",OR, Oregon
"Harrisburg city, Oregon",OR, Oregon
"Hebo CDP, Oregon",OR, Oregon
"Helix city, Oregon",OR, Oregon
"Heppner city, Oregon",OR, Oregon
"Hermiston city, Oregon",OR, Oregon
"Hillsboro city, Oregon",OR, Oregon
"Hines city, Oregon",OR, Oregon
"Holley CDP, Oregon",OR, Oregon
"Hood River city, Oregon",OR, Oregon
"Hubbard city, Oregon",OR, Oregon
"Huntington city, Oregon",OR, Oregon
"Idanha city, Oregon",OR, Oregon
"Imbler city, Oregon",OR, Oregon
"Independence city, Oregon",OR, Oregon
"Ione city, Oregon",OR, Oregon
"Irrigon city, Oregon",OR, Oregon
"Island City city, Oregon",OR, Oregon
"Jacksonville city, Oregon",OR, Oregon
"Jefferson city, Oregon",OR, Oregon
"Jennings Lodge CDP, Oregon",OR, Oregon
"John Day city, Oregon",OR, Oregon
"Johnson City city, Oregon",OR, Oregon
"Jordan Valley city, Oregon",OR, Oregon
"Joseph city, Oregon",OR, Oregon
"Junction City city, Oregon",OR, Oregon
"Juntura CDP, Oregon",OR, Oregon
"Keizer city, Oregon",OR, Oregon
"Kerby CDP, Oregon",OR, Oregon
"King City city, Oregon",OR, Oregon
"Kings Valley CDP, Oregon",OR, Oregon
"Klamath Falls city, Oregon",OR, Oregon
"Lacomb CDP, Oregon",OR, Oregon
"Lafayette city, Oregon",OR, Oregon
"La Grande city, Oregon",OR, Oregon
"Lake Oswego city, Oregon",OR, Oregon
"Lakeside city, Oregon",OR, Oregon
"Lakeview town, Oregon",OR, Oregon
"Langlois CDP, Oregon",OR, Oregon
"La Pine city, Oregon",OR, Oregon
"Lebanon city, Oregon",OR, Oregon
"Lexington town, Oregon",OR, Oregon
"Lincoln Beach CDP, Oregon",OR, Oregon
"Lincoln City city, Oregon",OR, Oregon
"Lonerock city, Oregon",OR, Oregon
"Long Creek city, Oregon",OR, Oregon
"Lookingglass CDP, Oregon",OR, Oregon
"Lostine city, Oregon",OR, Oregon
"Lowell city, Oregon",OR, Oregon
"Lyons city, Oregon",OR, Oregon
"McMinnville city, Oregon",OR, Oregon
"Madras city, Oregon",OR, Oregon
"Malin city, Oregon",OR, Oregon
"Manzanita city, Oregon",OR, Oregon
"Marion CDP, Oregon",OR, Oregon
"Maupin city, Oregon",OR, Oregon
"Maywood Park city, Oregon",OR, Oregon
"Medford city, Oregon",OR, Oregon
"Mehama CDP, Oregon",OR, Oregon
"Melrose CDP, Oregon",OR, Oregon
"Merlin CDP, Oregon",OR, Oregon
"Merrill city, Oregon",OR, Oregon
"Metolius city, Oregon",OR, Oregon
"Metzger CDP, Oregon",OR, Oregon
"Mill City city, Oregon",OR, Oregon
"Millersburg city, Oregon",OR, Oregon
"Milton-Freewater city, Oregon",OR, Oregon
"Milwaukie city, Oregon",OR, Oregon
"Mission CDP, Oregon",OR, Oregon
"Mitchell city, Oregon",OR, Oregon
"Molalla city, Oregon",OR, Oregon
"Monmouth city, Oregon",OR, Oregon
"Monroe city, Oregon",OR, Oregon
"Monument city, Oregon",OR, Oregon
"Moro city, Oregon",OR, Oregon
"Mosier city, Oregon",OR, Oregon
"Mount Angel city, Oregon",OR, Oregon
"Mount Hood CDP, Oregon",OR, Oregon
"Mount Vernon city, Oregon",OR, Oregon
"Mulino CDP, Oregon",OR, Oregon
"Myrtle Creek city, Oregon",OR, Oregon
"Myrtle Point city, Oregon",OR, Oregon
"Nehalem city, Oregon",OR, Oregon
"Nesika Beach CDP, Oregon",OR, Oregon
"Neskowin CDP, Oregon",OR, Oregon
"Netarts CDP, Oregon",OR, Oregon
"Newberg city, Oregon",OR, Oregon
"New Hope CDP, Oregon",OR, Oregon
"New Pine Creek CDP, Oregon",OR, Oregon
"Newport city, Oregon",OR, Oregon
"North Bend city, Oregon",OR, Oregon
"North Plains city, Oregon",OR, Oregon
"North Powder city, Oregon",OR, Oregon
"Nyssa city, Oregon",OR, Oregon
"Oak Grove CDP, Oregon",OR, Oregon
"Oakland city, Oregon",OR, Oregon
"Oakridge city, Oregon",OR, Oregon
"O'Brien CDP, Oregon",OR, Oregon
"Oceanside CDP, Oregon",OR, Oregon
"Odell CDP, Oregon",OR, Oregon
"Ontario city, Oregon",OR, Oregon
"Oregon City city, Oregon",OR, Oregon
"Pacific City CDP, Oregon",OR, Oregon
"Paisley city, Oregon",OR, Oregon
"Parkdale CDP, Oregon",OR, Oregon
"Pendleton city, Oregon",OR, Oregon
"Peoria CDP, Oregon",OR, Oregon
"Philomath city, Oregon",OR, Oregon
"Phoenix city, Oregon",OR, Oregon
"Pilot Rock city, Oregon",OR, Oregon
"Pine Grove CDP, Oregon",OR, Oregon
"Pistol River CDP, Oregon",OR, Oregon
"Plush CDP, Oregon",OR, Oregon
"Portland city, Oregon",OR, Oregon
"Port Orford city, Oregon",OR, Oregon
"Powers city, Oregon",OR, Oregon
"Prairie City city, Oregon",OR, Oregon
"Prescott city, Oregon",OR, Oregon
"Prineville city, Oregon",OR, Oregon
"Prospect CDP, Oregon",OR, Oregon
"Rainier city, Oregon",OR, Oregon
"Redmond city, Oregon",OR, Oregon
"Reedsport city, Oregon",OR, Oregon
"Richland city, Oregon",OR, Oregon
"Rickreall CDP, Oregon",OR, Oregon
"Riddle city, Oregon",OR, Oregon
"Rivergrove city, Oregon",OR, Oregon
"Riverside CDP, Oregon",OR, Oregon
"Rockaway Beach city, Oregon",OR, Oregon
"Rogue River city, Oregon",OR, Oregon
"Roseburg city, Oregon",OR, Oregon
"Roseburg North CDP, Oregon",OR, Oregon
"Rose Lodge CDP, Oregon",OR, Oregon
"Rowena CDP, Oregon",OR, Oregon
"Ruch CDP, Oregon",OR, Oregon
"Rufus city, Oregon",OR, Oregon
"Salem city, Oregon",OR, Oregon
"Sandy city, Oregon",OR, Oregon
"Scappoose city, Oregon",OR, Oregon
"Scio city, Oregon",OR, Oregon
"Scotts Mills city, Oregon",OR, Oregon
"Seaside city, Oregon",OR, Oregon
"Selma CDP, Oregon",OR, Oregon
"Seneca city, Oregon",OR, Oregon
"Shady Cove city, Oregon",OR, Oregon
"Shaniko city, Oregon",OR, Oregon
"Shedd CDP, Oregon",OR, Oregon
"Sheridan city, Oregon",OR, Oregon
"Sherwood city, Oregon",OR, Oregon
"Siletz city, Oregon",OR, Oregon
"Silver Lake CDP, Oregon",OR, Oregon
"Silverton city, Oregon",OR, Oregon
"Sisters city, Oregon",OR, Oregon
"Sodaville city, Oregon",OR, Oregon
"South Lebanon CDP, Oregon",OR, Oregon
"Spray town, Oregon",OR, Oregon
"Springfield city, Oregon",OR, Oregon
"Stafford CDP, Oregon",OR, Oregon
"Stanfield city, Oregon",OR, Oregon
"Stayton city, Oregon",OR, Oregon
"Sublimity city, Oregon",OR, Oregon
"Summerville town, Oregon",OR, Oregon
"Summit CDP, Oregon",OR, Oregon
"Sumpter city, Oregon",OR, Oregon
"Sutherlin city, Oregon",OR, Oregon
"Sweet Home city, Oregon",OR, Oregon
"Takilma CDP, Oregon",OR, Oregon
"Talent city, Oregon",OR, Oregon
"Tangent city, Oregon",OR, Oregon
"Terrebonne CDP, Oregon",OR, Oregon
"The Dalles city, Oregon",OR, Oregon
"Tigard city, Oregon",OR, Oregon
"Tillamook city, Oregon",OR, Oregon
"Toledo city, Oregon",OR, Oregon
"Trail CDP, Oregon",OR, Oregon
"Tri-City CDP, Oregon",OR, Oregon
"Troutdale city, Oregon",OR, Oregon
"Tualatin city, Oregon",OR, Oregon
"Tumalo CDP, Oregon",OR, Oregon
"Turner city, Oregon",OR, Oregon
"Tygh Valley CDP, Oregon",OR, Oregon
"Ukiah city, Oregon",OR, Oregon
"Umapine CDP, Oregon",OR, Oregon
"Umatilla city, Oregon",OR, Oregon
"Union city, Oregon",OR, Oregon
"Unity city, Oregon",OR, Oregon
"Vale city, Oregon",OR, Oregon
"Veneta city, Oregon",OR, Oregon
"Vernonia city, Oregon",OR, Oregon
"Waldport city, Oregon",OR, Oregon
"Wallowa city, Oregon",OR, Oregon
"Wamic CDP, Oregon",OR, Oregon
"Warm Springs CDP, Oregon",OR, Oregon
"Warren CDP, Oregon",OR, Oregon
"Warrenton city, Oregon",OR, Oregon
"Wasco city, Oregon",OR, Oregon
"Waterloo town, Oregon",OR, Oregon
"Westfir city, Oregon",OR, Oregon
"West Linn city, Oregon",OR, Oregon
"Weston city, Oregon",OR, Oregon
"Westport CDP, Oregon",OR, Oregon
"West Slope CDP, Oregon",OR, Oregon
"Wheeler city, Oregon",OR, Oregon
"White City CDP, Oregon",OR, Oregon
"Willamina city, Oregon",OR, Oregon
"Williams CDP, Oregon",OR, Oregon
"Wilsonville city, Oregon",OR, Oregon
"Wimer CDP, Oregon",OR, Oregon
"Winchester Bay CDP, Oregon",OR, Oregon
"Winston city, Oregon",OR, Oregon
"Woodburn city, Oregon",OR, Oregon
"Wood Village city, Oregon",OR, Oregon
"Yachats city, Oregon",OR, Oregon
"Yamhill city, Oregon",OR, Oregon
"Yoncalla city, Oregon",OR, Oregon
"Adamsville CDP, Pennsylvania",PA, Pennsylvania
"Albrightsville CDP, Pennsylvania",PA, Pennsylvania
"Alfarata CDP, Pennsylvania",PA, Pennsylvania
"Aliquippa city, Pennsylvania",PA, Pennsylvania
"Allenport CDP, Pennsylvania",PA, Pennsylvania
"Allensville CDP, Pennsylvania",PA, Pennsylvania
"Allenwood CDP, Pennsylvania",PA, Pennsylvania
"Allison CDP, Pennsylvania",PA, Pennsylvania
"Allison Park CDP, Pennsylvania",PA, Pennsylvania
"Allport CDP, Pennsylvania",PA, Pennsylvania
"Almedia CDP, Pennsylvania",PA, Pennsylvania
"Alsace Manor CDP, Pennsylvania",PA, Pennsylvania
"Altoona city, Pennsylvania",PA, Pennsylvania
"Annville CDP, Pennsylvania",PA, Pennsylvania
"Ardmore CDP, Pennsylvania",PA, Pennsylvania
"Aristes CDP, Pennsylvania",PA, Pennsylvania
"Arnold city, Pennsylvania",PA, Pennsylvania
"Arnot CDP, Pennsylvania",PA, Pennsylvania
"Aspers CDP, Pennsylvania",PA, Pennsylvania
"Atkinson Mills CDP, Pennsylvania",PA, Pennsylvania
"Atlantic CDP, Pennsylvania",PA, Pennsylvania
"Atlasburg CDP, Pennsylvania",PA, Pennsylvania
"Avella CDP, Pennsylvania",PA, Pennsylvania
"Avonia CDP, Pennsylvania",PA, Pennsylvania
"Baidland CDP, Pennsylvania",PA, Pennsylvania
"Baileyville CDP, Pennsylvania",PA, Pennsylvania
"Bainbridge CDP, Pennsylvania",PA, Pennsylvania
"Bairdford CDP, Pennsylvania",PA, Pennsylvania
"Bear Rocks CDP, Pennsylvania",PA, Pennsylvania
"Beaverdale CDP, Pennsylvania",PA, Pennsylvania
"Beaver Falls city, Pennsylvania",PA, Pennsylvania
"Beaver Springs CDP, Pennsylvania",PA, Pennsylvania
"Belfast CDP, Pennsylvania",PA, Pennsylvania
"Belleville CDP, Pennsylvania",PA, Pennsylvania
"Belmont CDP, Pennsylvania",PA, Pennsylvania
"Berwyn CDP, Pennsylvania",PA, Pennsylvania
"Bethel CDP, Pennsylvania",PA, Pennsylvania
"Bethlehem city, Pennsylvania",PA, Pennsylvania
"Bigler CDP, Pennsylvania",PA, Pennsylvania
"Bird-in-Hand CDP, Pennsylvania",PA, Pennsylvania
"Black Lick CDP, Pennsylvania",PA, Pennsylvania
"Blanchard CDP, Pennsylvania",PA, Pennsylvania
"Blandburg CDP, Pennsylvania",PA, Pennsylvania
"Blandon CDP, Pennsylvania",PA, Pennsylvania
"Bloomsburg town, Pennsylvania",PA, Pennsylvania
"Blue Ball CDP, Pennsylvania",PA, Pennsylvania
"Blue Ridge Summit CDP, Pennsylvania",PA, Pennsylvania
"Boalsburg CDP, Pennsylvania",PA, Pennsylvania
"Boiling Springs CDP, Pennsylvania",PA, Pennsylvania
"Boothwyn CDP, Pennsylvania",PA, Pennsylvania
"Boston CDP, Pennsylvania",PA, Pennsylvania
"Bowers CDP, Pennsylvania",PA, Pennsylvania
"Bowmansville CDP, Pennsylvania",PA, Pennsylvania
"Bradenville CDP, Pennsylvania",PA, Pennsylvania
"Bradford city, Pennsylvania",PA, Pennsylvania
"Branchdale CDP, Pennsylvania",PA, Pennsylvania
"Brandonville CDP, Pennsylvania",PA, Pennsylvania
"Brave CDP, Pennsylvania",PA, Pennsylvania
"Breinigsville CDP, Pennsylvania",PA, Pennsylvania
"Brodheadsville CDP, Pennsylvania",PA, Pennsylvania
"Broomall CDP, Pennsylvania",PA, Pennsylvania
"Bryn Mawr CDP, Pennsylvania",PA, Pennsylvania
"Buckhorn CDP, Pennsylvania",PA, Pennsylvania
"Buffington CDP, Pennsylvania",PA, Pennsylvania
"Bulger CDP, Pennsylvania",PA, Pennsylvania
"Butler city, Pennsylvania",PA, Pennsylvania
"Byrnedale CDP, Pennsylvania",PA, Pennsylvania
"Cairnbrook CDP, Pennsylvania",PA, Pennsylvania
"Calumet CDP, Pennsylvania",PA, Pennsylvania
"Canadohta Lake CDP, Pennsylvania",PA, Pennsylvania
"Carbondale city, Pennsylvania",PA, Pennsylvania
"Carnot-Moon CDP, Pennsylvania",PA, Pennsylvania
"Castanea CDP, Pennsylvania",PA, Pennsylvania
"Chalkhill CDP, Pennsylvania",PA, Pennsylvania
"Chester city, Pennsylvania",PA, Pennsylvania
"Chewton CDP, Pennsylvania",PA, Pennsylvania
"Chinchilla CDP, Pennsylvania",PA, Pennsylvania
"Clairton city, Pennsylvania",PA, Pennsylvania
"Clarence CDP, Pennsylvania",PA, Pennsylvania
"Claysburg CDP, Pennsylvania",PA, Pennsylvania
"Clinton CDP, Pennsylvania",PA, Pennsylvania
"Coatesville city, Pennsylvania",PA, Pennsylvania
"Coburn CDP, Pennsylvania",PA, Pennsylvania
"Cochranville CDP, Pennsylvania",PA, Pennsylvania
"Collinsburg CDP, Pennsylvania",PA, Pennsylvania
"Colonial Park CDP, Pennsylvania",PA, Pennsylvania
"Columbus CDP, Pennsylvania",PA, Pennsylvania
"Colver CDP, Pennsylvania",PA, Pennsylvania
"Commodore CDP, Pennsylvania",PA, Pennsylvania
"Conestoga CDP, Pennsylvania",PA, Pennsylvania
"Connellsville city, Pennsylvania",PA, Pennsylvania
"Coral CDP, Pennsylvania",PA, Pennsylvania
"Corry city, Pennsylvania",PA, Pennsylvania
"Crabtree CDP, Pennsylvania",PA, Pennsylvania
"Crenshaw CDP, Pennsylvania",PA, Pennsylvania
"Cross Creek CDP, Pennsylvania",PA, Pennsylvania
"Crown CDP, Pennsylvania",PA, Pennsylvania
"Croydon CDP, Pennsylvania",PA, Pennsylvania
"Crucible CDP, Pennsylvania",PA, Pennsylvania
"Curtisville CDP, Pennsylvania",PA, Pennsylvania
"Dalmatia CDP, Pennsylvania",PA, Pennsylvania
"Davidsville CDP, Pennsylvania",PA, Pennsylvania
"Deer Lake CDP, Pennsylvania",PA, Pennsylvania
"Defiance CDP, Pennsylvania",PA, Pennsylvania
"Dewart CDP, Pennsylvania",PA, Pennsylvania
"Dicksonville CDP, Pennsylvania",PA, Pennsylvania
"Donaldson CDP, Pennsylvania",PA, Pennsylvania
"Douglassville CDP, Pennsylvania",PA, Pennsylvania
"Drexel Hill CDP, Pennsylvania",PA, Pennsylvania
"Dry Tavern CDP, Pennsylvania",PA, Pennsylvania
"DuBois city, Pennsylvania",PA, Pennsylvania
"Dunlo CDP, Pennsylvania",PA, Pennsylvania
"Duquesne city, Pennsylvania",PA, Pennsylvania
"Earlston CDP, Pennsylvania",PA, Pennsylvania
"East Freedom CDP, Pennsylvania",PA, Pennsylvania
"Easton city, Pennsylvania",PA, Pennsylvania
"East Salem CDP, Pennsylvania",PA, Pennsylvania
"Edenborn CDP, Pennsylvania",PA, Pennsylvania
"Edgewood CDP, Pennsylvania",PA, Pennsylvania
"Edie CDP, Pennsylvania",PA, Pennsylvania
"Effort CDP, Pennsylvania",PA, Pennsylvania
"Egypt CDP, Pennsylvania",PA, Pennsylvania
"Eighty Four CDP, Pennsylvania",PA, Pennsylvania
"Elrama CDP, Pennsylvania",PA, Pennsylvania
"Elysburg CDP, Pennsylvania",PA, Pennsylvania
"Emigsville CDP, Pennsylvania",PA, Pennsylvania
"Enlow CDP, Pennsylvania",PA, Pennsylvania
"Enola CDP, Pennsylvania",PA, Pennsylvania
"Erie city, Pennsylvania",PA, Pennsylvania
"Exton CDP, Pennsylvania",PA, Pennsylvania
"Fairdale CDP, Pennsylvania",PA, Pennsylvania
"Fairhope CDP, Pennsylvania",PA, Pennsylvania
"Fairless Hills CDP, Pennsylvania",PA, Pennsylvania
"Fairview CDP, Pennsylvania",PA, Pennsylvania
"Falmouth CDP, Pennsylvania",PA, Pennsylvania
"Farmington CDP, Pennsylvania",PA, Pennsylvania
"Farrell city, Pennsylvania",PA, Pennsylvania
"Fayetteville CDP, Pennsylvania",PA, Pennsylvania
"Fellsburg CDP, Pennsylvania",PA, Pennsylvania
"Fivepointville CDP, Pennsylvania",PA, Pennsylvania
"Foot of Ten CDP, Pennsylvania",PA, Pennsylvania
"Force CDP, Pennsylvania",PA, Pennsylvania
"Fort Loudon CDP, Pennsylvania",PA, Pennsylvania
"Fort Washington CDP, Pennsylvania",PA, Pennsylvania
"Foster Brook CDP, Pennsylvania",PA, Pennsylvania
"Franklin city, Pennsylvania",PA, Pennsylvania
"Friedens CDP, Pennsylvania",PA, Pennsylvania
"Friedensburg CDP, Pennsylvania",PA, Pennsylvania
"Frizzleburg CDP, Pennsylvania",PA, Pennsylvania
"Gap CDP, Pennsylvania",PA, Pennsylvania
"Gardners CDP, Pennsylvania",PA, Pennsylvania
"Gastonville CDP, Pennsylvania",PA, Pennsylvania
"Geneva CDP, Pennsylvania",PA, Pennsylvania
"Gibsonia CDP, Pennsylvania",PA, Pennsylvania
"Gilbertsville CDP, Pennsylvania",PA, Pennsylvania
"Glen Lyon CDP, Pennsylvania",PA, Pennsylvania
"Glenshaw CDP, Pennsylvania",PA, Pennsylvania
"Glenside CDP, Pennsylvania",PA, Pennsylvania
"Goodville CDP, Pennsylvania",PA, Pennsylvania
"Gouglersville CDP, Pennsylvania",PA, Pennsylvania
"Gouldsboro CDP, Pennsylvania",PA, Pennsylvania
"Graceton CDP, Pennsylvania",PA, Pennsylvania
"Granville CDP, Pennsylvania",PA, Pennsylvania
"Grassflat CDP, Pennsylvania",PA, Pennsylvania
"Grazierville CDP, Pennsylvania",PA, Pennsylvania
"Greenock CDP, Pennsylvania",PA, Pennsylvania
"Greensburg city, Pennsylvania",PA, Pennsylvania
"Greens Landing CDP, Pennsylvania",PA, Pennsylvania
"Greenwood CDP, Pennsylvania",PA, Pennsylvania
"Grier City CDP, Pennsylvania",PA, Pennsylvania
"Grindstone CDP, Pennsylvania",PA, Pennsylvania
"Guys Mills CDP, Pennsylvania",PA, Pennsylvania
"Hampton CDP, Pennsylvania",PA, Pennsylvania
"Hannasville CDP, Pennsylvania",PA, Pennsylvania
"Harleysville CDP, Pennsylvania",PA, Pennsylvania
"Harmonsburg CDP, Pennsylvania",PA, Pennsylvania
"Harrisburg city, Pennsylvania",PA, Pennsylvania
"Harrison City CDP, Pennsylvania",PA, Pennsylvania
"Harwick CDP, Pennsylvania",PA, Pennsylvania
"Hawk Run CDP, Pennsylvania",PA, Pennsylvania
"Hazleton city, Pennsylvania",PA, Pennsylvania
"Heckscherville CDP, Pennsylvania",PA, Pennsylvania
"Hegins CDP, Pennsylvania",PA, Pennsylvania
"Heidlersburg CDP, Pennsylvania",PA, Pennsylvania
"Heilwood CDP, Pennsylvania",PA, Pennsylvania
"Hendersonville CDP, Pennsylvania",PA, Pennsylvania
"Hereford CDP, Pennsylvania",PA, Pennsylvania
"Herminie CDP, Pennsylvania",PA, Pennsylvania
"Hermitage city, Pennsylvania",PA, Pennsylvania
"Hershey CDP, Pennsylvania",PA, Pennsylvania
"Hickory CDP, Pennsylvania",PA, Pennsylvania
"Highland Park CDP, Pennsylvania",PA, Pennsylvania
"Hiller CDP, Pennsylvania",PA, Pennsylvania
"Hopeland CDP, Pennsylvania",PA, Pennsylvania
"Hopwood CDP, Pennsylvania",PA, Pennsylvania
"Hostetter CDP, Pennsylvania",PA, Pennsylvania
"Hublersburg CDP, Pennsylvania",PA, Pennsylvania
"Hummels Wharf CDP, Pennsylvania",PA, Pennsylvania
"Hyde CDP, Pennsylvania",PA, Pennsylvania
"Hyde Park CDP, Pennsylvania",PA, Pennsylvania
"Idaville CDP, Pennsylvania",PA, Pennsylvania
"Imperial CDP, Pennsylvania",PA, Pennsylvania
"Intercourse CDP, Pennsylvania",PA, Pennsylvania
"Iola CDP, Pennsylvania",PA, Pennsylvania
"James City CDP, Pennsylvania",PA, Pennsylvania
"Jeannette city, Pennsylvania",PA, Pennsylvania
"Jerome CDP, Pennsylvania",PA, Pennsylvania
"Joffre CDP, Pennsylvania",PA, Pennsylvania
"Julian CDP, Pennsylvania",PA, Pennsylvania
"Kempton CDP, Pennsylvania",PA, Pennsylvania
"Kennerdell CDP, Pennsylvania",PA, Pennsylvania
"Kersey CDP, Pennsylvania",PA, Pennsylvania
"King of Prussia CDP, Pennsylvania",PA, Pennsylvania
"Kirkwood CDP, Pennsylvania",PA, Pennsylvania
"Kiskimere CDP, Pennsylvania",PA, Pennsylvania
"Kratzerville CDP, Pennsylvania",PA, Pennsylvania
"Kreamer CDP, Pennsylvania",PA, Pennsylvania
"Kulpsville CDP, Pennsylvania",PA, Pennsylvania
"Lake Latonka CDP, Pennsylvania",PA, Pennsylvania
"Lakemont CDP, Pennsylvania",PA, Pennsylvania
"Lake Winola CDP, Pennsylvania",PA, Pennsylvania
"Lamar CDP, Pennsylvania",PA, Pennsylvania
"Lampeter CDP, Pennsylvania",PA, Pennsylvania
"Lancaster city, Pennsylvania",PA, Pennsylvania
"Landisville CDP, Pennsylvania",PA, Pennsylvania
"Langeloth CDP, Pennsylvania",PA, Pennsylvania
"Laurelton CDP, Pennsylvania",PA, Pennsylvania
"Lawrence CDP, Pennsylvania",PA, Pennsylvania
"Lawrence Park CDP, Pennsylvania",PA, Pennsylvania
"Lawson Heights CDP, Pennsylvania",PA, Pennsylvania
"Lebanon city, Pennsylvania",PA, Pennsylvania
"Leeper CDP, Pennsylvania",PA, Pennsylvania
"Lemont CDP, Pennsylvania",PA, Pennsylvania
"Lemont Furnace CDP, Pennsylvania",PA, Pennsylvania
"Leola CDP, Pennsylvania",PA, Pennsylvania
"Level Green CDP, Pennsylvania",PA, Pennsylvania
"Lightstreet CDP, Pennsylvania",PA, Pennsylvania
"Lincolnville CDP, Pennsylvania",PA, Pennsylvania
"Lionville CDP, Pennsylvania",PA, Pennsylvania
"Little Britain CDP, Pennsylvania",PA, Pennsylvania
"Lock Haven city, Pennsylvania",PA, Pennsylvania
"Longfellow CDP, Pennsylvania",PA, Pennsylvania
"Lower Burrell city, Pennsylvania",PA, Pennsylvania
"Loyalhanna CDP, Pennsylvania",PA, Pennsylvania
"Lucerne Mines CDP, Pennsylvania",PA, Pennsylvania
"Lumber City CDP, Pennsylvania",PA, Pennsylvania
"McAlisterville CDP, Pennsylvania",PA, Pennsylvania
"McElhattan CDP, Pennsylvania",PA, Pennsylvania
"McGovern CDP, Pennsylvania",PA, Pennsylvania
"McKeansburg CDP, Pennsylvania",PA, Pennsylvania
"McKeesport city, Pennsylvania",PA, Pennsylvania
"McMurray CDP, Pennsylvania",PA, Pennsylvania
"Madisonburg CDP, Pennsylvania",PA, Pennsylvania
"Mainville CDP, Pennsylvania",PA, Pennsylvania
"Maitland CDP, Pennsylvania",PA, Pennsylvania
"Mammoth CDP, Pennsylvania",PA, Pennsylvania
"Marienville CDP, Pennsylvania",PA, Pennsylvania
"Marion CDP, Pennsylvania",PA, Pennsylvania
"Marshallton CDP, Pennsylvania",PA, Pennsylvania
"Martins Creek CDP, Pennsylvania",PA, Pennsylvania
"Masthope CDP, Pennsylvania",PA, Pennsylvania
"Mather CDP, Pennsylvania",PA, Pennsylvania
"Mattawana CDP, Pennsylvania",PA, Pennsylvania
"Meadville city, Pennsylvania",PA, Pennsylvania
"Meridian CDP, Pennsylvania",PA, Pennsylvania
"Mexico CDP, Pennsylvania",PA, Pennsylvania
"Midway CDP, Pennsylvania",PA, Pennsylvania
"Mifflinville CDP, Pennsylvania",PA, Pennsylvania
"Millerton CDP, Pennsylvania",PA, Pennsylvania
"Millsboro CDP, Pennsylvania",PA, Pennsylvania
"Millwood CDP, Pennsylvania",PA, Pennsylvania
"Milroy CDP, Pennsylvania",PA, Pennsylvania
"Mingoville CDP, Pennsylvania",PA, Pennsylvania
"Mocanaqua CDP, Pennsylvania",PA, Pennsylvania
"Mohrsville CDP, Pennsylvania",PA, Pennsylvania
"Monessen city, Pennsylvania",PA, Pennsylvania
"Monongahela city, Pennsylvania",PA, Pennsylvania
"Montandon CDP, Pennsylvania",PA, Pennsylvania
"Montgomeryville CDP, Pennsylvania",PA, Pennsylvania
"Monument CDP, Pennsylvania",PA, Pennsylvania
"Morgantown CDP, Pennsylvania",PA, Pennsylvania
"Morrisdale CDP, Pennsylvania",PA, Pennsylvania
"Morrisville CDP, Pennsylvania",PA, Pennsylvania
"Moshannon CDP, Pennsylvania",PA, Pennsylvania
"Mount Aetna CDP, Pennsylvania",PA, Pennsylvania
"Mountainhome CDP, Pennsylvania",PA, Pennsylvania
"Mountain Top CDP, Pennsylvania",PA, Pennsylvania
"Mount Morris CDP, Pennsylvania",PA, Pennsylvania
"Mount Pleasant Mills CDP, Pennsylvania",PA, Pennsylvania
"Mundys Corner CDP, Pennsylvania",PA, Pennsylvania
"Muse CDP, Pennsylvania",PA, Pennsylvania
"Nanticoke city, Pennsylvania",PA, Pennsylvania
"Needmore CDP, Pennsylvania",PA, Pennsylvania
"Nemacolin CDP, Pennsylvania",PA, Pennsylvania
"New Bedford CDP, Pennsylvania",PA, Pennsylvania
"New Castle city, Pennsylvania",PA, Pennsylvania
"New Castle Northwest CDP, Pennsylvania",PA, Pennsylvania
"New Columbia CDP, Pennsylvania",PA, Pennsylvania
"New Freeport CDP, Pennsylvania",PA, Pennsylvania
"New Jerusalem CDP, Pennsylvania",PA, Pennsylvania
"New Kensington city, Pennsylvania",PA, Pennsylvania
"New Salem CDP, Pennsylvania",PA, Pennsylvania
"New Tripoli CDP, Pennsylvania",PA, Pennsylvania
"Nittany CDP, Pennsylvania",PA, Pennsylvania
"North Philipsburg CDP, Pennsylvania",PA, Pennsylvania
"North Vandergrift CDP, Pennsylvania",PA, Pennsylvania
"North Warren CDP, Pennsylvania",PA, Pennsylvania
"Northwood CDP, Pennsylvania",PA, Pennsylvania
"Norvelt CDP, Pennsylvania",PA, Pennsylvania
"Noxen CDP, Pennsylvania",PA, Pennsylvania
"Numidia CDP, Pennsylvania",PA, Pennsylvania
"Nuremberg CDP, Pennsylvania",PA, Pennsylvania
"Oakwood CDP, Pennsylvania",PA, Pennsylvania
"Oil City city, Pennsylvania",PA, Pennsylvania
"Oklahoma CDP, Pennsylvania",PA, Pennsylvania
"Oley CDP, Pennsylvania",PA, Pennsylvania
"Oliver CDP, Pennsylvania",PA, Pennsylvania
"Oneida CDP, Pennsylvania",PA, Pennsylvania
"Orchard Hills CDP, Pennsylvania",PA, Pennsylvania
